site_id,cell_id,lon,lat
s204,22533,29.946669999999997,-20.207342999999998
s204,22534,29.946669999999997,-20.207342999999998
s205,20261,30.757619,-19.459054000000002
s205,20262,30.757619,-19.459054000000002
s205,20263,30.757619,-19.459054000000002
s206,20121,31.035839,-19.361898
s206,20122,31.035839,-19.361898
s206,20123,31.035839,-19.361898
s206,20124,31.035839,-19.361898
s206,20126,31.035839,-19.361898
s206,20128,31.035839,-19.361898
s206,40171,31.035839,-19.361898
s206,40176,31.035839,-19.361898
s206,40170,31.035839,-19.361898
s206,40172,31.035839,-19.361898
s206,40177,31.035839,-19.361898
s206,40175,31.035839,-19.361898
s206,40173,31.035839,-19.361898
s206,40178,31.035839,-19.361898
s206,40179,31.035839,-19.361898
s206,40565,31.035839,-19.361898
s206,40566,31.035839,-19.361898
s206,40567,31.035839,-19.361898
s207,12101,28.808799999999998,-19.52718
s207,12102,28.808799999999998,-19.52718
s207,12103,28.808799999999998,-19.52718
s207,12106,28.808799999999998,-19.52718
s207,34051,28.808799999999998,-19.52718
s207,34056,28.808799999999998,-19.52718
s207,34050,28.808799999999998,-19.52718
s207,34052,28.808799999999998,-19.52718
s207,34057,28.808799999999998,-19.52718
s207,34055,28.808799999999998,-19.52718
s207,34053,28.808799999999998,-19.52718
s207,34058,28.808799999999998,-19.52718
s207,34059,28.808799999999998,-19.52718
s207,34054,28.808799999999998,-19.52718
s207,35139,28.808799999999998,-19.52718
s207,35134,28.808799999999998,-19.52718
s207,35135,28.808799999999998,-19.52718
s207,35136,28.808799999999998,-19.52718
s207,35137,28.808799999999998,-19.52718
s207,35130,28.808799999999998,-19.52718
s207,35131,28.808799999999998,-19.52718
s207,35132,28.808799999999998,-19.52718
s208,22191,30.273943,-20.059103999999998
s208,22192,30.273943,-20.059103999999998
s208,22193,30.273943,-20.059103999999998
